sno,sna,sarea,lng,lat,2018/8/1-7,2018/8/1-8  ,2018/8/1-9  ,2018/8/1-10  ,2018/8/1-11,2018/8/1-12,2018/8/1-13,2018/8/1-14,2018/8/1-15,2018/8/1-16,2018/8/1-17,2018/8/1-18,2018/8/1-19,2018/8/1-20,2018/8/1-21,2018/8/1-22,2018/8/1-23,2018/8/1-24,2018/8/2-7,2018/8/2-8,2018/8/2-9,2018/8/2-10,2018/8/2-11,2018/8/2-12,2018/8/2-13,2018/8/2-14,2018/8/2-15,2018/8/2-16,2018/8/2-17,2018/8/2-18,2018/8/2-19,2018/8/2-20,2018/8/2-21,2018/8/2-22,2018/8/2-23,2018/8/2-24,2018/8/3-7,2018/8/3-8,2018/8/3-9,2018/8/3-10,2018/8/3-11,2018/8/3-12,2018/8/3-13,2018/8/3-14,2018/8/3-15,2018/8/3-16,2018/8/3-17,2018/8/3-18,2018/8/3-19,2018/8/3-20,2018/8/3-21,2018/8/3-22,2018/8/3-23,2018/8/3-24,2018/8/4-7,2018/8/4-8,2018/8/4-9,2018/8/4-10,2018/8/4-11,2018/8/4-12,2018/8/4-13,2018/8/4-14,2018/8/4-15,2018/8/4-16,2018/8/4-17,2018/8/4-18,2018/8/4-19,2018/8/4-20,2018/8/4-21,2018/8/4-22,2018/8/4-23,2018/8/4-24,2018/8/5-7,2018/8/5-8,2018/8/5-9,2018/8/5-10,2018/8/5-11,2018/8/5-12,2018/8/5-13,2018/8/5-14,2018/8/5-15,2018/8/5-16,2018/8/5-17,2018/8/5-18,2018/8/5-19,2018/8/5-20,2018/8/5-21,2018/8/5-22,2018/8/5-23,2018/8/5-24,2018/8/6-7,2018/8/6-8,2018/8/6-9,2018/8/6-10,2018/8/6-11,2018/8/6-12,2018/8/6-13,2018/8/6-14,2018/8/6-15,2018/8/6-16,2018/8/6-17,2018/8/6-18,2018/8/6-19,2018/8/6-20,2018/8/6-21,2018/8/6-22,2018/8/6-23,2018/8/6-24,2018/8/7-7,2018/8/7-8,2018/8/7-9,2018/8/7-10,2018/8/7-11,2018/8/7-12,2018/8/7-13,2018/8/7-14,2018/8/7-15,2018/8/7-16,2018/8/7-17,2018/8/7-18,2018/8/7-19,2018/8/7-20,2018/8/7-21,2018/8/7-22,2018/8/7-23,2018/8/7-24
311,捷運忠孝新生站(2號出口),中正區,121.532229,25.042392,13,13,20,7,6,7,14,14,14,10,4,0,10,15,7,10,5,1,19,18,13,2,0,1,1,6,5,6,0,15,5,2,7,7,5,1,13,16,21,14,15,17,15,18,16,9,13,15,12,10,2,7,3,1,17,18,18,22,15,19,30,20,23,27,14,6,9,13,0,3,2,1,6,3,1,8,9,9,6,10,14,21,2,4,4,11,5,4,4,10,18,20,21,7,6,7,0,4,8,8,2,3,7,14,7,1,1,13,15,19,19,2,2,7,8,7,6,3,8,6,4,1,3,2,10,14
312,捷運信義安和站(1號出口),大安區,121.552787,25.033323,25,8,1,2,0,1,5,10,10,4,5,11,30,20,19,9,5,3,23,1,0,7,1,2,5,6,0,5,4,14,7,9,3,8,8,5,27,7,4,3,2,5,2,6,10,6,0,1,4,11,11,6,16,8,24,22,20,15,11,11,0,11,3,12,10,6,7,7,3,6,4,2,24,21,23,17,15,15,22,22,23,20,9,19,27,22,21,21,21,20,10,9,3,1,2,1,4,0,1,1,8,12,11,13,7,1,10,6,23,1,13,5,0,9,9,11,11,13,1,6,14,20,10,4,4,8
313,光華商場,中正區,121.532738,25.04515,29,26,33,37,34,37,43,40,44,52,48,52,39,23,23,9,8,7,29,24,24,32,39,42,42,37,43,38,21,1,2,3,0,7,6,0,21,19,25,28,37,46,60,56,49,49,49,45,37,46,34,32,28,34,30,25,15,17,29,31,43,45,48,40,41,28,23,6,9,4,4,6,12,8,3,3,27,27,53,58,62,55,43,56,49,50,37,4,7,5,16,16,19,27,33,38,39,42,40,49,52,51,42,23,22,32,33,33,28,25,22,30,28,47,50,37,42,38,40,44,36,43,32,19,21,20
314,敦化長春路口,松山區,121.54872,25.053614,7,17,11,21,18,17,8,18,13,13,28,13,24,17,11,0,2,13,4,13,15,12,18,12,9,16,5,17,6,21,24,19,9,6,3,2,8,18,8,17,23,12,13,17,18,21,17,15,15,20,17,26,22,17,15,15,22,5,0,9,13,14,6,9,11,18,7,17,9,8,5,9,6,9,8,13,12,12,11,17,15,16,1,11,10,16,7,1,3,0,20,11,22,11,18,10,9,9,8,1,18,15,7,31,23,9,2,14,8,21,12,11,16,13,8,9,11,19,14,24,12,11,1,1,1,0
315,捷運萬隆站(1號出口),文山區,121.539037,25.001447,15,18,20,22,20,20,22,23,21,21,19,22,19,17,16,22,21,16,22,20,19,19,19,22,21,22,24,28,28,14,11,11,13,4,11,13,19,22,22,12,13,15,15,13,12,16,16,13,10,10,16,18,25,15,19,18,20,18,19,16,9,10,8,11,8,11,14,11,2,12,7,11,9,7,8,3,8,8,10,7,5,13,14,11,14,13,14,13,15,14,15,21,11,10,14,11,12,13,10,9,5,13,8,7,10,3,2,0,3,11,10,13,11,14,11,10,14,16,11,24,11,8,6,9,6,2
316,民有一號公園,松山區,121.54763,25.060911,20,15,31,15,21,20,20,27,19,13,10,5,0,0,6,10,15,18,10,21,24,23,22,25,27,23,18,19,18,12,8,5,10,16,20,21,6,2,21,19,22,19,20,14,15,14,12,15,16,12,14,12,25,30,20,20,19,21,16,8,16,24,25,16,20,19,16,13,19,19,18,19,18,21,16,16,12,12,9,12,11,12,13,12,12,13,22,18,22,26,20,11,27,20,19,21,24,21,21,22,19,7,13,1,12,21,27,20,21,13,33,17,18,17,19,17,8,16,15,14,1,0,2,3,19,20
317,雙園國中,萬華區,121.491675,25.026823,17,14,14,16,12,10,10,8,4,1,2,10,4,8,11,20,22,16,15,14,15,15,13,14,4,4,3,3,6,6,3,9,7,7,11,12,6,2,2,5,4,2,3,4,2,6,8,5,5,12,8,11,18,21,22,24,24,25,26,19,14,13,12,14,6,3,1,6,2,8,18,24,19,19,21,14,12,12,10,12,8,12,10,2,5,7,12,8,14,16,8,2,3,5,5,1,0,0,0,1,4,9,6,14,16,15,21,24,19,15,15,18,18,14,17,6,5,11,15,4,8,12,15,15,28,18
318,成功金龍路口,內湖區,121.59484,25.084135,7,12,23,22,22,18,22,15,14,17,15,17,17,14,11,20,9,4,8,6,8,7,12,11,12,16,17,19,13,5,3,7,6,10,2,2,16,28,12,8,10,12,18,14,16,15,17,17,10,4,15,8,2,9,10,15,23,12,19,14,18,16,16,15,12,14,16,9,14,9,0,5,5,9,15,10,25,25,11,11,7,15,13,9,18,16,11,7,4,9,16,27,12,16,9,14,15,18,19,18,22,22,16,8,12,9,12,11,16,9,19,19,17,12,10,13,12,12,16,23,15,19,7,15,0,2
319,民族林森路口,中山區,121.525322,25.068507,11,7,10,16,15,14,11,16,18,23,19,23,30,14,15,12,18,14,16,14,13,17,16,18,14,19,16,13,14,14,10,8,10,16,18,17,23,21,25,27,14,13,14,14,14,14,13,7,8,2,8,3,10,12,5,5,4,13,12,9,9,6,1,3,0,1,5,2,0,3,9,17,14,19,15,14,15,15,18,20,20,28,29,2,2,6,8,13,17,23,19,18,20,19,18,18,19,22,11,10,6,6,8,5,8,12,12,14,22,19,18,21,19,22,8,6,7,9,8,6,6,6,10,18,23,25
320,捷運南京三民站(3號出口),松山區,121.564262,25.051287,9,9,1,4,6,8,12,10,9,11,2,1,1,12,3,0,0,8,8,1,1,3,8,5,9,9,9,9,3,4,6,14,14,3,0,2,9,12,16,2,0,8,11,11,6,5,12,12,4,8,8,7,5,0,12,11,14,8,5,4,7,14,21,15,7,6,0,12,13,10,10,0,6,6,3,14,17,17,11,5,13,18,22,5,4,11,4,6,6,0,5,4,7,1,19,14,19,10,4,7,6,20,13,0,0,11,7,0,11,11,4,8,6,14,15,8,7,2,10,3,7,7,14,3,4,0
321,莒光大埔街口,中正區,121.505085,25.031334,20,17,15,12,10,11,11,9,10,11,10,12,11,13,13,17,23,17,18,12,13,12,11,9,5,2,1,3,5,11,10,14,8,19,26,27,22,21,11,11,10,12,13,19,5,6,10,10,10,12,13,22,13,14,11,8,10,7,10,9,8,10,9,7,8,13,16,21,18,22,29,28,14,12,10,10,6,6,6,9,8,9,8,11,12,13,14,15,15,18,19,18,16,14,13,12,12,10,12,11,13,4,7,9,12,15,18,20,20,18,16,15,13,12,12,15,13,16,18,25,20,7,9,17,18,19
322,永盛公園(民生東路一段23巷),中山區,121.52504,25.058835,2,12,14,10,8,7,8,9,11,11,13,18,22,18,6,12,10,11,9,8,8,5,2,3,1,3,7,5,11,7,5,4,9,10,17,20,8,4,5,2,5,6,3,4,9,9,12,13,14,17,13,12,16,16,19,19,20,19,18,14,15,18,23,25,23,16,25,27,16,8,9,17,4,2,15,15,18,18,16,13,13,11,13,19,13,8,11,14,8,14,11,8,7,5,5,2,2,9,11,10,9,9,10,17,12,15,21,26,16,11,13,11,14,6,0,12,11,7,2,0,1,4,4,13,20,19
323,新興公園,中山區,121.524392,25.061568,13,9,6,6,7,8,10,13,15,10,7,3,3,2,1,14,14,14,9,2,1,4,5,4,6,5,5,7,10,9,12,10,7,13,14,16,11,7,5,8,9,11,9,6,8,7,6,8,9,14,0,0,4,1,5,4,4,3,1,1,5,10,5,1,0,4,3,8,12,16,23,11,16,18,22,11,13,13,8,3,0,0,0,0,5,6,12,19,22,11,5,2,8,10,5,2,2,0,3,2,0,0,2,11,14,24,17,18,6,4,10,11,8,8,6,8,9,7,15,0,6,0,9,14,22,22
324,市立圖書館葫蘆堵分館,士林區,121.5108,25.08221,15,11,7,5,5,3,8,12,13,10,12,0,10,12,9,6,10,15,11,7,7,4,2,2,1,3,8,8,12,4,6,10,18,9,14,9,14,12,11,9,9,7,8,10,10,12,6,11,4,9,2,5,16,17,8,5,6,7,9,10,12,16,16,19,19,2,7,13,7,6,13,12,15,11,12,16,15,15,15,14,11,11,11,6,5,7,5,5,5,9,13,6,4,1,9,7,9,10,9,12,11,1,8,15,2,7,12,10,14,9,6,12,12,11,11,14,13,1,6,9,8,12,17,6,9,13
325,南京東路六段368巷,內湖區,121.58707,25.05827,13,13,15,20,20,21,20,22,22,23,19,11,6,2,7,10,9,9,10,12,13,15,17,18,18,16,17,16,17,5,3,2,3,4,2,1,7,7,9,13,14,15,19,20,20,20,17,18,7,6,4,6,6,6,11,12,14,13,14,15,15,15,14,14,9,7,6,5,6,6,7,7,21,20,17,16,18,18,17,18,19,18,6,9,1,7,6,8,9,10,10,13,17,20,20,20,21,21,22,19,22,16,11,12,11,13,14,16,9,10,16,18,18,18,20,20,20,20,21,17,1,2,5,7,5,5
326,基隆路一段101巷口,信義區,121.56709,25.04525,25,20,28,10,14,10,11,9,8,16,18,12,17,21,29,12,18,15,16,20,22,18,19,16,15,12,8,5,9,1,2,8,12,17,16,20,11,7,14,12,13,13,14,9,11,13,18,15,4,5,7,7,1,14,13,12,8,2,0,12,17,19,20,16,14,6,7,7,7,14,20,24,24,18,15,12,15,15,17,17,18,17,14,9,6,7,8,11,15,16,15,6,12,8,12,12,13,14,13,9,10,12,10,9,1,8,15,14,14,5,19,17,19,22,23,24,14,19,18,6,3,14,11,16,25,26
327,重慶南海路口,中正區,121.51464,25.03158,11,7,21,16,12,9,7,11,17,13,0,23,8,4,3,8,8,7,13,13,12,18,18,17,9,15,5,13,11,6,1,12,3,5,13,11,15,11,5,11,14,12,20,7,7,16,13,10,18,19,11,13,17,17,11,9,10,11,11,11,15,17,19,17,14,16,8,7,7,2,5,6,9,11,14,20,15,15,17,6,14,11,8,3,10,14,7,4,7,8,8,10,17,4,7,12,13,8,15,4,16,5,0,4,7,4,6,6,7,5,12,10,14,13,8,10,7,17,10,5,10,3,3,3,1,3
328,一江公園,中山區,121.53146,25.05316,10,15,23,27,27,25,24,18,11,9,11,0,6,2,2,3,5,6,8,31,31,14,15,28,30,30,27,31,34,12,12,0,2,13,16,21,16,14,30,22,25,20,17,10,9,27,28,28,28,24,18,11,10,15,10,9,6,9,18,14,15,12,10,13,12,9,9,0,7,15,21,15,20,19,18,18,18,18,20,15,11,12,7,4,5,4,9,15,23,27,28,12,17,20,23,20,18,21,19,15,15,27,24,20,12,12,13,15,11,17,18,14,18,23,20,22,21,21,22,10,4,0,12,11,18,20
329,樂群二明水路口,中山區,121.55236,25.07983,20,14,23,24,25,30,31,34,21,19,14,12,14,17,7,8,7,9,10,8,9,17,17,19,17,21,23,25,23,11,8,12,8,0,1,4,3,1,7,18,22,30,18,19,14,12,13,11,14,14,2,2,3,3,12,12,16,23,22,24,25,28,27,21,18,12,8,4,2,7,4,6,7,2,6,18,18,18,19,14,15,14,8,7,14,9,5,4,4,7,17,18,20,29,18,24,23,28,13,11,3,1,7,13,10,10,10,13,12,9,15,24,15,16,14,14,16,15,9,1,3,10,7,7,9,15
330,迪化休閒運動公園,大同區,121.5115,25.07491,6,5,5,17,20,21,21,19,20,9,8,7,5,0,2,6,6,10,9,7,6,8,11,13,14,9,8,9,8,5,4,2,6,9,11,14,14,16,19,22,14,13,14,12,10,12,14,16,14,13,14,16,17,21,12,11,14,14,13,12,11,7,11,13,13,9,10,12,11,12,18,20,14,14,14,13,18,18,17,16,14,16,16,17,16,5,10,6,9,14,12,10,10,16,18,8,13,12,14,16,17,12,6,11,14,13,12,17,19,18,17,20,9,8,11,8,9,9,12,13,13,11,10,11,15,17
331,民族玉門街口,中山區,121.51974,25.06859,20,15,12,10,12,10,11,9,9,10,9,8,5,5,14,16,19,21,28,24,25,23,12,12,15,11,10,11,7,16,18,14,9,6,10,12,20,18,14,11,12,11,7,5,4,6,7,2,2,10,7,4,0,13,11,12,12,19,24,26,28,34,29,27,11,4,18,17,22,19,15,13,22,21,19,23,24,24,27,30,17,19,8,6,10,5,12,13,15,12,10,7,5,1,5,4,3,10,10,11,11,9,16,19,21,21,21,22,18,16,20,15,13,12,15,15,19,19,20,14,5,11,14,6,2,10
332,捷運中山站(2號出口),中山區,121.52193,25.05225,14,19,13,14,9,5,14,14,14,9,2,5,14,5,28,1,17,12,9,12,13,10,12,14,27,21,26,20,21,19,11,10,27,7,16,14,11,13,1,4,8,15,11,5,15,15,17,24,13,4,8,9,11,4,15,20,20,13,16,18,11,6,18,25,20,18,10,16,5,11,3,2,14,15,16,24,13,13,25,15,17,24,5,17,9,14,21,25,17,13,11,18,10,9,21,12,14,14,16,17,7,10,27,20,27,7,4,14,16,15,12,7,4,10,17,21,31,19,22,30,32,21,22,12,7,1
333,復盛公園,松山區,121.561182,25.047428,14,9,1,12,12,11,12,14,14,10,15,17,13,23,26,26,15,16,12,8,10,7,4,14,11,15,14,12,14,4,9,12,15,23,20,20,23,14,3,3,16,12,13,15,19,5,5,8,10,20,17,21,20,22,18,15,14,13,14,13,10,8,8,15,7,17,20,19,18,18,9,15,7,8,14,17,15,15,13,18,18,17,16,12,15,16,15,12,17,22,20,18,6,14,11,16,12,8,2,6,10,15,21,12,11,13,19,16,9,2,1,1,5,13,11,12,9,7,8,14,20,25,9,6,12,16
334,敦化南路二段103巷口,大安區,121.549024,25.028973,1,4,13,11,0,0,1,12,3,8,9,10,2,1,0,11,19,13,14,9,2,6,5,5,3,12,4,5,4,2,2,0,11,15,17,19,8,21,10,3,5,6,1,1,4,6,3,4,11,14,12,4,4,21,8,4,10,16,16,13,14,20,12,7,2,3,4,10,16,23,20,19,4,1,6,9,12,12,14,11,18,1,5,2,2,2,16,12,13,11,15,6,19,3,11,12,2,8,9,0,2,15,2,1,17,16,18,15,7,6,14,10,4,1,2,7,1,2,8,18,10,5,4,7,5,5
335,景文中學,文山區,121.567855,24.986301,7,13,13,13,12,12,10,12,11,9,6,0,8,3,5,4,6,8,12,15,15,15,15,14,14,14,11,11,3,0,0,0,16,13,16,13,17,22,24,24,24,23,22,20,23,22,21,19,11,7,6,5,9,13,13,14,14,15,15,13,13,12,14,12,14,13,7,6,12,14,10,10,12,14,14,13,15,15,15,13,12,12,14,17,17,16,16,15,17,18,25,20,18,19,18,17,16,18,18,19,12,5,17,21,22,20,19,21,21,26,16,17,12,15,12,15,15,15,10,5,11,0,8,8,11,13
336,承德路三段8巷口,大同區,121.51815,25.06382,8,4,15,14,13,15,17,14,15,13,13,8,6,8,14,11,12,13,3,15,14,12,7,8,3,6,5,2,8,14,18,9,4,1,3,4,5,7,15,17,14,12,10,6,8,7,5,13,14,12,10,10,13,11,4,8,7,6,4,4,10,15,11,8,9,6,6,7,5,7,7,6,5,7,7,6,6,6,5,10,8,8,3,7,7,5,6,9,6,3,5,7,11,14,11,13,15,15,13,15,13,14,10,10,10,9,11,14,11,12,12,10,7,15,19,17,16,14,11,11,3,4,2,4,0,8
337,彩虹橋,內湖區,121.57592,25.05301,10,8,5,5,5,4,6,7,5,5,5,9,22,21,17,15,15,18,17,14,14,14,15,14,15,15,15,15,15,24,13,17,18,18,16,15,13,11,10,12,13,12,12,12,13,11,10,11,13,14,7,9,8,6,15,14,13,13,14,13,12,10,11,11,8,7,9,12,9,11,5,7,16,16,16,16,14,14,15,13,3,7,8,4,5,4,5,10,8,5,7,6,1,2,4,4,4,3,5,4,6,7,11,18,9,6,9,8,14,14,11,12,12,13,14,14,6,5,6,4,8,7,6,15,12,10
338,成德國中,南港區,121.58794,25.04573,10,20,6,8,7,5,2,13,12,14,15,15,18,31,9,15,20,25,7,4,3,13,13,10,5,8,14,13,10,5,9,14,16,11,23,9,3,1,1,11,8,6,10,9,12,12,13,12,16,11,11,10,17,25,19,14,16,16,14,10,8,8,15,11,9,5,11,11,14,12,6,12,15,14,14,15,23,23,19,18,17,18,13,9,11,16,26,19,21,22,5,4,0,1,1,0,8,8,10,7,0,7,22,14,2,5,10,14,10,19,10,5,14,11,7,8,9,7,1,8,25,32,12,4,7,8
339,重慶國中,大同區,121.51816,25.07581,20,34,20,15,17,15,1,9,10,8,0,1,2,9,12,15,16,18,5,17,17,15,15,13,0,8,1,8,5,4,4,10,13,16,16,19,6,13,17,17,15,15,18,11,11,6,3,4,4,11,10,15,18,19,20,19,21,20,22,24,22,21,20,18,17,16,16,16,16,18,21,23,14,13,10,19,23,23,22,23,23,22,21,17,8,5,6,7,8,8,9,26,28,27,25,24,18,13,24,22,19,21,25,26,18,18,19,21,11,23,27,26,26,25,9,10,15,13,16,17,25,14,16,21,23,24
340,南京光復路口,松山區,121.55716,25.05143,4,2,22,10,11,15,11,14,11,3,1,3,1,1,3,5,7,9,9,21,22,13,13,12,8,17,17,15,9,0,9,7,5,0,2,8,4,2,20,10,10,9,12,13,13,13,13,12,3,10,7,0,0,1,11,11,15,17,17,12,15,13,14,12,7,0,4,10,12,15,18,15,6,11,12,10,12,12,13,15,15,19,15,5,11,7,4,1,4,5,13,0,6,11,8,10,9,9,8,10,11,5,7,6,0,6,7,10,11,7,10,13,13,12,20,16,11,9,12,7,6,2,8,1,11,7
341,捷運芝山站(1號出口),士林區,121.52243,25.10094,10,6,4,2,0,16,16,12,12,10,11,12,9,10,16,12,7,5,11,9,9,6,7,6,5,5,5,1,3,2,0,11,5,0,11,8,5,4,11,9,12,12,13,11,13,14,19,20,18,20,21,18,10,10,6,4,17,17,18,20,20,20,21,18,18,21,23,14,17,14,15,4,8,10,13,10,19,19,21,18,17,21,17,7,6,9,13,14,9,7,6,3,11,9,8,10,9,18,16,16,16,18,20,20,14,13,9,11,19,14,11,10,10,10,9,10,12,12,8,8,16,18,12,10,2,1
342,文林建民路口,北投區,121.51468,25.10779,21,18,20,18,17,16,17,17,14,15,16,2,4,10,14,17,22,23,21,14,15,12,11,10,8,8,8,7,12,12,16,20,21,20,25,27,24,18,21,22,22,22,19,18,17,17,17,15,14,15,19,21,25,21,24,24,25,22,23,20,16,13,11,11,9,9,10,9,13,13,10,12,20,19,19,17,7,7,4,3,0,6,6,6,8,16,16,19,16,18,19,16,15,15,14,15,13,12,11,14,19,16,3,2,3,8,12,14,12,7,7,4,1,2,3,3,3,5,7,8,12,14,16,24,20,25
343,忠孝東路六段185巷口,南港區,121.58755,25.04904,13,21,4,2,4,4,4,5,1,8,13,11,15,14,28,27,22,27,24,18,15,13,14,9,5,4,3,2,2,5,11,18,7,16,17,21,15,25,12,9,8,7,2,4,3,2,1,6,9,0,8,7,13,28,12,11,10,7,19,19,19,21,15,14,14,6,9,6,9,14,10,23,24,21,18,12,17,17,22,21,20,21,18,16,15,7,10,14,16,21,24,18,19,20,23,21,25,14,13,8,10,11,15,15,11,19,17,18,17,6,12,11,11,13,16,10,12,15,12,10,15,3,5,12,23,18
344,捷運忠孝復興站(5號出口),大安區,121.54401,25.04264,19,13,2,2,2,4,3,4,14,15,12,18,10,9,12,0,12,10,17,15,14,11,6,11,18,13,22,18,13,21,21,25,18,15,2,1,25,23,16,12,8,10,13,18,18,17,18,17,12,11,11,1,1,0,13,13,10,11,9,22,23,23,20,19,10,21,16,29,23,22,1,3,21,17,17,20,22,22,23,21,22,19,14,16,15,5,4,0,14,8,26,22,10,8,3,1,4,11,27,19,17,12,24,29,26,11,0,13,23,16,5,1,6,3,17,17,17,21,13,13,10,27,22,6,8,20
345,中正運動中心,中正區,121.51943,25.03806,12,17,24,20,25,13,16,13,8,9,10,15,11,19,7,0,7,8,14,16,17,26,20,22,23,9,6,14,10,19,27,19,17,0,0,7,12,8,13,22,24,21,12,25,22,18,16,13,9,10,1,3,9,9,14,19,19,10,17,18,8,2,12,10,9,9,24,18,18,17,10,10,12,11,20,23,18,18,19,16,8,16,13,10,19,17,3,9,6,8,13,16,12,15,12,10,8,21,23,16,11,17,16,17,2,1,4,3,9,14,17,22,20,21,23,9,9,6,4,1,17,14,3,0,8,6
346,陽明高中,士林區,121.51669,25.09157,15,21,25,25,25,24,23,24,22,22,23,15,17,13,13,16,17,18,23,21,20,24,24,23,19,20,18,16,13,22,22,15,12,14,15,17,21,26,25,27,28,27,26,26,26,24,24,22,24,24,20,23,23,23,16,20,25,23,21,11,11,11,11,9,10,13,14,13,5,6,6,7,7,7,0,17,21,21,25,26,25,23,24,23,25,26,27,27,27,26,20,28,17,14,15,9,10,6,4,2,1,12,5,13,14,10,14,14,16,20,27,30,31,27,23,26,24,22,19,14,14,13,15,9,14,14
347,博愛寶慶路口,中正區,121.51135,25.04134,13,22,15,16,10,12,14,18,15,18,14,11,7,3,10,12,7,6,6,16,15,17,20,16,10,11,10,16,15,4,8,5,2,2,0,6,4,13,6,14,16,19,14,16,17,14,11,6,3,13,12,8,8,7,4,5,9,15,14,12,15,13,10,13,6,3,2,1,6,0,0,0,7,6,12,12,10,10,8,7,8,10,6,5,4,7,9,9,9,9,14,19,10,19,15,7,6,9,5,17,21,7,2,10,9,4,0,5,9,13,10,12,15,14,13,19,15,19,14,14,2,1,1,3,7,4
348,民生立體停車場,松山區,121.55945,25.05794,14,13,15,10,11,12,5,1,8,7,8,6,8,9,13,16,5,8,18,14,11,14,16,12,7,15,19,17,3,10,8,20,3,6,9,12,18,17,15,14,17,20,11,9,12,12,14,6,10,4,6,12,20,17,15,13,7,5,9,7,3,6,6,8,8,1,5,6,10,11,18,9,18,17,10,10,10,10,12,13,8,10,13,14,13,15,6,8,20,10,11,12,9,6,5,3,6,13,15,14,20,11,17,9,8,7,14,10,18,11,7,3,10,7,7,7,16,15,20,12,16,13,17,8,11,21
349,重慶酒泉街口,大同區,121.51364,25.07183,20,11,16,13,12,12,9,7,3,8,6,7,10,13,10,15,15,16,21,6,7,4,2,3,2,5,3,0,1,2,4,11,5,4,16,16,22,22,9,9,10,3,2,10,11,10,11,10,10,11,7,7,9,9,18,13,18,17,15,11,10,14,7,8,9,14,7,11,11,7,6,8,17,20,20,22,12,12,7,8,6,8,7,7,6,6,4,10,13,17,17,13,2,3,9,16,15,14,10,14,14,10,16,1,4,3,3,8,13,15,0,11,13,10,7,0,7,6,7,6,19,9,11,15,6,9
350,復興南路二段128巷口,大安區,121.54336,25.02904,29,13,8,1,10,6,1,6,10,8,5,8,17,6,23,25,25,15,22,12,13,1,1,18,12,21,16,20,10,8,7,14,18,19,25,19,18,14,10,19,20,22,17,11,8,18,22,29,34,34,21,24,20,15,10,25,21,20,22,15,9,4,9,12,12,2,2,8,11,20,25,19,27,23,17,19,6,6,19,18,15,18,7,1,0,6,26,28,21,33,24,11,6,12,22,28,21,18,15,22,10,3,21,12,4,18,29,16,29,19,11,4,14,20,17,12,10,6,1,9,26,12,17,10,10,16
351,中山青島路口,中正區,121.51954,25.04469,20,18,11,12,17,16,18,18,19,24,19,15,6,3,3,1,0,6,10,13,12,15,14,14,12,19,23,23,8,9,5,2,7,1,0,0,13,30,22,27,25,26,28,35,32,27,23,30,21,15,19,15,4,6,23,26,23,23,29,25,25,26,31,30,34,24,24,26,17,16,9,10,9,11,18,25,25,25,28,29,31,33,29,17,14,11,5,2,2,18,16,26,30,36,24,17,21,17,9,23,22,29,21,5,7,0,1,7,19,33,16,15,10,17,19,20,19,18,30,20,22,20,24,21,10,6
352,民權迪化街口,大同區,121.50944,25.06318,28,9,8,8,10,10,10,10,9,11,9,11,16,5,15,15,5,7,11,5,6,5,3,5,4,3,2,5,4,5,5,11,13,12,20,21,11,9,2,3,1,0,0,3,5,5,4,5,8,9,9,7,9,9,7,6,5,3,2,1,2,7,7,11,10,2,8,2,0,7,8,10,12,10,10,12,6,6,1,3,5,6,6,6,9,13,18,7,13,17,18,13,10,11,12,11,9,13,12,11,13,10,17,19,21,23,29,17,11,7,6,7,10,10,8,12,12,14,14,16,23,14,11,20,24,29
353,紀州庵,中正區,121.52049,25.02088,12,15,3,3,4,5,8,4,3,3,1,4,16,5,9,17,21,25,15,11,12,2,5,3,3,1,4,3,8,15,5,12,18,19,23,20,15,26,8,11,10,9,4,3,1,2,4,8,14,12,3,8,12,16,20,28,22,22,17,15,16,10,9,15,12,6,9,14,7,7,8,11,25,19,15,18,18,18,18,23,13,8,1,0,9,10,15,18,23,23,17,2,10,4,2,2,3,2,2,1,0,1,9,12,8,10,18,21,19,25,10,9,5,1,0,1,1,1,1,3,10,9,14,7,19,17
354,建國濟南路口,大安區,121.538084,25.040033,4,6,13,21,18,9,1,2,4,3,4,5,3,5,9,3,6,2,6,9,9,10,12,8,12,11,10,8,10,1,0,1,3,4,6,7,14,12,11,14,16,20,14,13,13,12,12,10,7,6,9,13,14,15,14,11,15,17,21,6,12,14,19,17,17,13,9,4,9,4,7,9,16,17,11,6,6,6,8,11,5,8,9,5,3,8,12,11,13,13,15,17,17,25,11,14,10,10,9,9,7,3,2,8,11,11,10,9,4,5,13,20,21,5,2,2,2,2,2,1,5,6,8,5,3,2
355,福山公園,南港區,121.61759,25.04478,13,13,17,24,20,24,20,19,11,10,17,10,3,5,7,13,19,19,17,13,14,21,28,11,10,14,12,14,7,10,9,13,17,8,15,12,13,13,12,19,13,15,14,20,13,16,14,12,9,12,10,9,14,15,14,14,14,10,13,12,15,15,16,14,18,14,17,9,14,12,17,15,16,15,12,13,14,14,11,14,15,13,8,14,2,7,11,17,16,17,14,13,12,19,20,12,14,9,8,12,11,10,4,7,10,11,17,20,18,19,17,19,20,8,10,10,12,14,14,15,8,8,8,19,21,20
356,臺北市網球中心,內湖區,121.59749,25.0674,5,4,1,1,1,3,5,7,5,3,2,0,5,3,2,2,1,3,3,1,1,0,1,1,4,7,7,7,5,0,3,5,5,4,2,1,2,0,13,13,14,14,11,16,18,19,19,19,18,19,15,13,17,14,15,11,11,11,13,11,8,10,6,5,4,2,16,12,14,13,14,15,16,17,13,11,10,10,8,7,13,12,11,6,7,11,13,11,9,11,11,10,9,9,9,7,6,11,12,11,9,6,5,0,5,2,2,3,5,5,5,5,5,10,9,11,11,7,5,7,5,2,6,5,4,6
